city,city_development_index,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,relevent_experience_Has relevent experience,enrolled_university_Full time course,enrolled_university_no_enrollment,gender_Female,gender_Male,NEW1,NEW2
16,0.91,0,5,6,0,5,3,3.7376696182833684,0.0,1,0,1,0,1,0,0
21,0.624,0,5,4,1,5,0,4.248495242049359,1.0,0,0,0,1,0,0,0
101,0.5579999999999999,2,5,12,8,3,4,3.5553480614894135,1.0,1,0,0,0,1,10,24
16,0.91,2,5,7,1,5,1,3.828641396489095,0.0,1,0,1,0,1,10,14
103,0.92,0,5,9,3,5,2,5.003946305945459,0.0,1,0,1,1,0,0,0
114,0.926,2,5,16,3,5,1,2.302585092994046,0.0,1,0,1,0,1,10,32
103,0.92,0,5,22,4,5,5,4.477336814478207,0.0,1,0,1,0,1,0,0
159,0.843,2,5,8,8,3,1,0.0,0.0,1,1,0,0,1,10,16
50,0.8959999999999999,1,4,6,7,1,2,2.0794415416798357,0.0,1,0,1,1,0,4,6
103,0.92,0,5,15,2,5,2,3.1354942159291497,0.0,1,0,1,0,1,0,0
11,0.55,0,5,3,8,3,0,4.276666119016055,1.0,0,1,0,0,1,0,0
16,0.91,0,5,22,1,5,1,4.7535901911063645,0.0,1,0,1,0,1,0,0
21,0.624,4,4,3,8,3,0,2.6390573296152584,0.0,0,0,1,1,0,16,12
162,0.767,0,5,17,8,3,1,4.007333185232471,0.0,1,0,1,0,1,0,0
21,0.624,1,4,3,8,5,0,3.970291913552122,1.0,1,1,0,0,1,4,3
21,0.624,0,5,5,0,1,1,3.4657359027997265,0.0,0,1,0,1,0,0,0
16,0.91,0,5,5,6,5,1,4.543294782270004,0.0,1,0,1,1,0,0,0
21,0.624,1,4,1,8,3,0,5.111987788356544,1.0,0,1,0,1,0,4,1
136,0.897,2,1,18,4,2,1,3.4339872044851463,0.0,0,0,1,0,1,2,36
21,0.624,0,5,10,8,3,0,3.332204510175204,1.0,1,0,1,0,1,0,0
103,0.92,0,5,11,4,5,1,4.127134385045092,0.0,1,0,1,0,1,0,0
21,0.624,2,5,1,4,5,1,4.836281906951478,0.0,1,0,1,1,0,10,2
11,0.55,0,5,15,2,5,3,5.10594547390058,1.0,1,0,1,0,1,0,0
103,0.92,0,5,22,3,5,5,4.3694478524670215,0.0,1,0,1,1,0,0,0
21,0.624,2,5,22,5,2,5,3.258096538021482,1.0,1,0,1,0,1,10,44
16,0.91,2,2,7,1,2,1,2.6390573296152584,0.0,0,0,1,0,1,4,14
16,0.91,2,5,16,0,5,1,4.969813299576001,0.0,1,0,1,0,1,10,32
104,0.924,2,0,5,4,5,2,4.7535901911063645,0.0,0,0,1,0,1,0,10
103,0.92,0,5,19,1,1,4,2.6390573296152584,1.0,1,0,1,0,1,0,0
114,0.926,1,4,7,7,1,1,3.828641396489095,0.0,0,0,1,0,1,4,7
103,0.92,1,4,3,8,3,0,3.367295829986474,0.0,0,0,1,0,1,4,3
21,0.624,0,5,6,5,5,0,2.3978952727983707,1.0,1,0,1,1,0,0,0
75,0.939,1,4,3,8,4,2,4.04305126783455,0.0,0,0,0,0,1,4,3
160,0.92,0,5,6,0,1,1,4.624972813284271,0.0,1,0,1,0,1,0,0
21,0.624,0,5,6,4,5,1,3.7612001156935624,0.0,1,0,1,0,1,0,0
160,0.92,0,5,6,3,5,5,3.2188758248682006,0.0,0,0,1,0,1,0,0
21,0.624,0,5,2,0,0,2,3.6375861597263857,0.0,1,0,1,1,0,0,0
103,0.92,0,5,4,3,5,1,5.19295685089021,0.0,1,0,1,1,0,0,0
160,0.92,0,5,2,8,3,1,2.5649493574615367,1.0,0,1,0,1,0,0,0
16,0.91,0,5,6,3,5,5,3.1780538303479458,0.0,0,0,0,0,1,0,0
67,0.855,0,4,3,1,5,1,3.7376696182833684,0.0,1,0,1,1,0,0,0
67,0.855,1,4,2,1,2,1,3.1780538303479458,0.0,1,0,1,1,0,4,2
104,0.924,2,5,2,4,5,1,4.0943445622221,0.0,1,0,1,1,0,10,4
83,0.923,0,5,15,8,5,1,5.420534999272286,0.0,1,0,1,0,1,0,0
67,0.855,2,5,19,0,5,5,4.189654742026425,0.0,1,0,1,0,1,10,38
103,0.92,0,5,7,8,3,1,1.6094379124341003,1.0,0,0,1,0,1,0,0
136,0.897,2,5,11,7,5,3,4.02535169073515,0.0,1,0,1,0,1,10,22
21,0.624,0,5,3,4,5,2,2.833213344056216,0.0,1,1,0,0,1,0,0
160,0.92,0,5,13,1,1,1,4.189654742026425,0.0,1,0,1,1,0,0,0
102,0.804,0,5,5,2,5,1,3.4339872044851463,0.0,1,0,1,1,0,0,0
103,0.92,3,5,3,2,4,2,2.6390573296152584,0.0,0,0,0,0,1,15,9
103,0.92,0,5,9,2,5,4,3.332204510175204,0.0,1,0,1,0,1,0,0
36,0.893,0,5,6,7,5,1,2.9444389791664403,0.0,1,0,0,0,1,0,0
21,0.624,0,5,8,8,3,3,5.402677381872279,1.0,1,0,1,1,0,0,0
103,0.92,4,4,8,4,3,0,4.189654742026425,0.0,1,0,1,0,1,16,32
16,0.91,0,0,12,1,5,1,1.791759469228055,0.0,1,1,0,1,0,0,0
114,0.926,0,5,12,1,5,1,3.828641396489095,0.0,1,0,0,0,1,0,0
103,0.92,0,5,15,1,5,5,4.127134385045092,0.0,1,0,1,0,1,0,0
114,0.926,0,5,22,0,5,5,1.791759469228055,0.0,0,0,1,0,1,0,0
45,0.89,0,5,22,1,5,5,4.382026634673881,0.0,1,0,1,0,1,0,0
65,0.802,0,5,11,8,3,1,3.871201010907891,1.0,1,0,1,1,0,0,0
114,0.926,0,5,5,1,4,2,3.332204510175204,0.0,0,0,0,0,1,0,0
28,0.939,3,5,11,7,5,1,4.890349128221754,0.0,1,0,1,0,1,15,33
103,0.92,0,2,11,5,5,1,4.356708826689592,0.0,1,0,1,0,1,0,0
118,0.722,1,4,1,6,4,1,3.871201010907891,0.0,1,1,0,0,1,4,1
21,0.624,0,5,3,4,1,1,1.9459101490553132,1.0,1,0,1,1,0,0,0
103,0.92,2,5,7,7,0,1,4.382026634673881,0.0,0,1,0,1,0,10,14
131,0.68,0,5,4,1,5,2,3.8066624897703196,0.0,1,0,1,0,1,0,0
16,0.91,2,5,14,4,0,4,2.9444389791664403,1.0,1,0,1,0,1,10,28
102,0.804,1,4,22,4,1,1,4.700480365792417,0.0,1,0,1,0,1,4,22
114,0.926,0,5,22,8,3,1,4.04305126783455,0.0,1,0,1,0,1,0,0
160,0.92,0,5,12,1,5,1,3.4011973816621555,0.0,1,0,1,0,1,0,0
114,0.926,0,5,10,4,5,1,4.060443010546419,0.0,1,1,0,0,1,0,0
103,0.92,0,5,22,4,3,5,4.6443908991413725,0.0,0,0,1,0,1,0,0
114,0.926,1,4,5,8,3,1,4.110873864173311,0.0,0,1,0,0,1,4,5
21,0.624,0,5,22,0,5,0,2.6390573296152584,1.0,1,0,1,0,1,0,0
16,0.91,2,5,15,4,5,1,4.820281565605037,0.0,1,0,1,1,0,10,30
30,0.698,0,5,8,1,5,5,2.833213344056216,0.0,1,0,1,0,1,0,0
173,0.878,3,5,22,5,5,2,3.912023005428146,0.0,1,0,1,0,1,15,66
103,0.92,0,5,22,1,3,5,3.871201010907891,1.0,1,0,1,0,1,0,0
103,0.92,0,5,13,5,5,5,4.02535169073515,0.0,1,0,1,0,1,0,0
128,0.527,0,5,2,4,1,1,5.44673737166631,0.0,0,0,1,0,1,0,0
21,0.624,0,5,5,3,5,1,3.4339872044851463,0.0,0,1,0,0,1,0,0
103,0.92,0,5,22,8,3,1,4.477336814478207,1.0,1,0,1,0,1,0,0
123,0.738,0,5,10,1,5,5,2.8903717578961645,0.0,1,0,1,0,1,0,0
103,0.92,0,5,6,7,5,5,2.302585092994046,0.0,0,0,1,1,0,0,0
93,0.865,0,5,2,7,3,1,3.6635616461296463,0.0,1,0,1,1,0,0,0
16,0.91,4,4,7,8,5,0,4.663439094112067,0.0,0,0,1,0,1,16,28
114,0.926,2,5,22,0,5,5,5.365976015021851,0.0,1,0,1,0,1,10,44
103,0.92,0,5,22,1,5,2,1.3862943611198906,0.0,1,0,1,0,1,0,0
136,0.897,0,5,7,1,0,1,3.828641396489095,0.0,1,0,0,0,1,0,0
142,0.727,0,5,9,8,3,2,4.007333185232471,0.0,1,0,1,0,1,0,0
103,0.92,0,5,1,8,3,1,2.995732273553991,1.0,1,0,0,1,0,0,0
50,0.8959999999999999,2,5,14,5,5,1,4.330733340286331,0.0,1,0,1,0,1,10,28
73,0.754,1,4,1,8,3,1,4.04305126783455,1.0,0,0,0,0,1,4,1
149,0.6890000000000001,0,4,3,4,5,1,3.5263605246161616,0.0,0,1,0,0,1,0,0
114,0.926,0,5,11,0,5,2,3.4965075614664802,1.0,0,1,0,1,0,0,0
136,0.897,2,5,10,0,5,2,3.1354942159291497,0.0,1,0,1,1,0,10,20
103,0.92,0,5,2,1,5,2,4.663439094112067,0.0,0,0,1,0,1,0,0
103,0.92,0,5,22,8,3,1,4.454347296253507,1.0,1,0,1,0,1,0,0
74,0.579,0,5,1,0,5,1,3.8501476017100584,0.0,1,0,1,1,0,0,0
103,0.92,2,5,14,3,5,1,4.02535169073515,0.0,1,0,1,1,0,10,28
104,0.924,1,4,7,4,5,5,4.983606621708336,0.0,1,0,1,0,1,4,7
103,0.92,0,2,5,3,5,1,4.276666119016055,0.0,1,0,1,0,1,0,0
41,0.8270000000000001,0,5,17,1,5,1,3.4011973816621555,0.0,1,0,1,0,1,0,0
21,0.624,0,5,3,4,0,1,5.0106352940962555,1.0,0,0,1,0,1,0,0
50,0.8959999999999999,0,5,8,7,4,2,3.4657359027997265,0.0,1,0,1,1,0,0,0
114,0.926,2,5,0,4,5,1,3.1354942159291497,0.0,0,1,0,1,0,10,0
102,0.804,2,2,1,4,3,0,1.3862943611198906,0.0,1,1,0,0,1,4,2
103,0.92,0,5,20,3,5,5,3.6888794541139363,0.0,1,0,1,0,1,0,0
91,0.691,0,5,6,8,3,1,4.0943445622221,1.0,1,1,0,0,1,0,0
21,0.624,0,5,2,8,3,0,2.5649493574615367,0.0,0,1,0,0,1,0,0
21,0.624,2,5,0,1,5,5,2.995732273553991,0.0,0,1,0,1,0,10,0
104,0.924,0,5,15,7,5,1,2.302585092994046,0.0,1,0,1,0,1,0,0
114,0.926,1,4,15,8,3,5,4.0943445622221,0.0,0,0,1,1,0,4,15
99,0.915,0,5,9,7,1,1,1.6094379124341003,0.0,1,0,1,0,1,0,0
21,0.624,0,4,3,5,5,1,4.897839799950911,0.0,1,1,0,1,0,0,0
16,0.91,2,2,3,2,4,1,4.997212273764115,0.0,0,0,1,0,1,4,6
114,0.926,0,5,19,0,5,4,4.248495242049359,0.0,1,0,1,1,0,0,0
159,0.843,0,5,13,7,5,4,3.784189633918261,1.0,1,0,1,1,0,0,0
71,0.884,0,2,7,1,5,3,3.6109179126442243,0.0,1,0,1,0,1,0,0
103,0.92,0,5,22,8,3,4,3.4657359027997265,1.0,1,0,1,0,1,0,0
91,0.691,0,5,11,8,3,4,1.3862943611198906,0.0,0,0,1,0,1,0,0
21,0.624,0,5,3,4,5,1,3.044522437723423,0.0,1,0,1,0,1,0,0
21,0.624,0,5,3,5,5,1,4.382026634673881,1.0,1,0,1,0,1,0,0
103,0.92,2,5,11,7,2,1,3.332204510175204,0.0,1,0,1,0,1,10,22
114,0.926,2,5,5,3,5,1,3.713572066704308,0.0,1,0,1,0,1,10,10
67,0.855,0,5,4,4,4,3,5.062595033026967,0.0,1,0,1,0,1,0,0
16,0.91,0,5,22,4,1,1,4.430816798843313,0.0,1,0,1,0,1,0,0
90,0.698,2,5,14,7,5,4,3.332204510175204,0.0,1,1,0,0,1,10,28
21,0.624,0,5,5,4,5,1,4.90527477843843,1.0,1,1,0,0,1,0,0
103,0.92,2,5,10,4,5,4,4.02535169073515,0.0,0,0,1,1,0,10,20
16,0.91,0,5,22,1,5,2,2.4849066497880004,0.0,1,0,1,0,1,0,0
103,0.92,0,5,9,5,5,2,4.718498871295094,0.0,1,0,1,1,0,0,0
21,0.624,0,5,22,8,3,2,4.465908118654584,0.0,0,0,1,0,1,0,0
103,0.92,1,4,22,8,3,5,4.624972813284271,0.0,1,0,1,0,1,4,22
103,0.92,2,5,22,8,3,5,4.912654885736052,0.0,1,0,1,0,1,10,44
21,0.624,2,5,5,4,3,1,3.5263605246161616,0.0,1,0,1,1,0,10,10
160,0.92,0,5,5,8,3,1,4.499809670330265,0.0,0,1,0,1,0,0,0
165,0.903,0,5,5,8,3,1,3.6375861597263857,0.0,0,0,1,0,1,0,0
90,0.698,2,5,15,8,3,1,2.9444389791664403,1.0,1,0,1,0,1,10,30
16,0.91,3,5,8,8,3,1,2.995732273553991,0.0,0,1,0,0,1,15,24
11,0.55,0,5,17,2,5,4,2.5649493574615367,1.0,1,0,1,0,1,0,0
67,0.855,0,5,11,8,3,1,5.2574953720277815,0.0,1,0,1,0,1,0,0
21,0.624,1,4,4,8,3,0,4.356708826689592,1.0,0,1,0,0,1,4,4
103,0.92,2,0,22,2,5,5,3.9318256327243257,0.0,1,0,1,0,1,0,44
103,0.92,0,5,4,3,5,1,3.4339872044851463,0.0,1,0,1,0,1,0,0
83,0.923,0,5,5,6,5,1,3.9889840465642745,0.0,1,0,1,1,0,0,0
21,0.624,0,5,5,8,3,4,4.02535169073515,0.0,1,0,1,1,0,0,0
136,0.897,2,3,22,3,5,3,4.718498871295094,0.0,1,0,1,0,1,6,44
105,0.794,0,5,3,4,5,1,3.6109179126442243,0.0,1,0,1,1,0,0,0
16,0.91,0,5,5,4,1,1,2.6390573296152584,0.0,1,0,1,1,0,0,0
136,0.897,2,5,7,4,5,2,3.4011973816621555,0.0,1,0,1,0,1,10,14
104,0.924,1,4,11,4,5,1,3.9889840465642745,0.0,1,0,1,0,0,4,11
103,0.92,0,2,4,1,5,1,4.736198448394496,0.0,1,0,1,0,1,0,0
144,0.84,0,5,19,1,5,1,4.624972813284271,0.0,1,0,1,0,1,0,0
103,0.92,0,5,4,1,5,1,3.4965075614664802,0.0,1,1,0,0,1,0,0
90,0.698,0,5,1,8,3,0,2.302585092994046,0.0,0,1,0,1,0,0,0
103,0.92,1,4,11,8,3,5,5.723585101952381,1.0,1,0,1,0,1,4,11
21,0.624,1,4,4,8,3,0,4.1588830833596715,1.0,0,1,0,0,1,4,4
21,0.624,2,5,2,4,0,1,2.302585092994046,1.0,0,0,1,1,0,10,4
114,0.926,1,4,3,2,5,0,3.5263605246161616,0.0,1,0,0,0,0,4,3
67,0.855,0,5,22,6,5,0,4.007333185232471,0.0,1,0,1,0,1,0,0
11,0.55,0,5,3,1,2,1,4.127134385045092,0.0,1,0,1,0,1,0,0
36,0.893,0,5,6,0,5,4,1.6094379124341003,0.0,1,0,0,0,1,0,0
65,0.802,2,5,7,3,3,1,5.811140992976701,0.0,1,0,1,0,1,10,14
103,0.92,2,5,17,3,5,5,5.062595033026967,0.0,1,0,1,1,0,10,34
103,0.92,0,5,8,1,5,3,2.0794415416798357,0.0,1,0,1,0,1,0,0
75,0.939,0,5,11,4,1,2,2.833213344056216,0.0,1,0,1,0,1,0,0
67,0.855,1,4,16,0,5,1,5.204006687076795,0.0,1,0,0,0,1,4,16
16,0.91,2,5,8,4,0,1,4.700480365792417,0.0,1,0,1,0,1,10,16
136,0.897,2,5,18,1,1,1,3.8501476017100584,0.0,0,0,1,1,0,10,36
160,0.92,2,5,7,1,3,1,3.091042453358316,0.0,1,0,1,0,1,10,14
27,0.848,0,5,0,4,5,1,4.04305126783455,0.0,0,0,1,0,1,0,0
21,0.624,2,5,7,2,5,1,2.70805020110221,1.0,1,0,1,0,1,10,14
21,0.624,0,5,11,3,5,1,4.04305126783455,1.0,1,0,1,0,1,0,0
16,0.91,0,1,1,0,5,1,2.0794415416798357,0.0,1,0,1,0,1,0,0
13,0.8270000000000001,0,5,6,7,5,5,3.367295829986474,0.0,1,0,1,0,1,0,0
16,0.91,0,5,15,3,5,5,4.990432586778736,0.0,0,0,1,0,1,0,0
103,0.92,0,0,22,4,5,2,4.605170185988092,0.0,1,0,1,1,0,0,0
11,0.55,0,5,0,8,3,2,4.143134726391533,1.0,0,1,0,1,0,0,0
50,0.8959999999999999,2,5,22,0,5,5,3.970291913552122,0.0,1,0,1,0,1,10,44
21,0.624,0,5,6,1,3,1,4.8283137373023015,1.0,0,0,1,0,1,0,0
21,0.624,0,5,4,8,5,0,4.060443010546419,1.0,0,1,0,0,1,0,0
21,0.624,0,5,6,1,5,1,2.5649493574615367,0.0,1,0,1,0,1,0,0
16,0.91,0,0,16,0,5,2,4.406719247264253,0.0,1,0,1,0,1,0,0
114,0.926,1,4,3,4,5,1,4.02535169073515,0.0,0,0,1,1,0,4,3
103,0.92,0,0,1,5,3,1,5.0369526024136295,0.0,1,0,1,0,1,0,0
103,0.92,3,5,11,2,5,2,3.9318256327243257,0.0,0,0,1,0,1,15,33
24,0.698,2,5,9,5,5,5,4.356708826689592,1.0,1,0,1,1,0,10,18
114,0.926,2,5,16,6,4,2,2.0794415416798357,0.0,1,1,0,0,1,10,32
16,0.91,2,5,15,1,5,2,3.9512437185814275,0.0,1,0,1,0,1,10,30
69,0.856,0,5,0,8,3,1,4.060443010546419,0.0,0,1,0,0,1,0,0
61,0.913,3,5,22,2,4,4,4.356708826689592,0.0,0,0,1,0,1,15,66
136,0.897,0,5,5,3,5,1,2.3978952727983707,0.0,1,0,1,0,1,0,0
21,0.624,2,5,7,4,3,2,2.995732273553991,0.0,1,0,1,1,0,10,14
73,0.754,4,4,10,8,3,0,2.70805020110221,0.0,0,0,1,0,1,16,40
160,0.92,0,5,3,3,5,1,4.1588830833596715,0.0,1,1,0,0,1,0,0
136,0.897,0,5,18,8,3,5,4.584967478670572,0.0,1,0,1,0,1,0,0
103,0.92,2,2,10,2,2,3,2.772588722239781,0.0,0,0,1,0,1,4,20
61,0.913,0,5,22,4,5,5,4.02535169073515,0.0,1,0,1,0,1,0,0
160,0.92,0,5,3,6,5,1,4.736198448394496,0.0,1,1,0,0,1,0,0
16,0.91,0,5,16,4,5,1,3.7612001156935624,0.0,1,0,1,0,1,0,0
157,0.769,0,5,7,8,3,2,4.6443908991413725,1.0,0,0,1,0,1,0,0
41,0.8270000000000001,0,5,16,1,2,1,2.833213344056216,1.0,1,0,1,0,1,0,0
103,0.92,0,5,12,0,5,0,3.2188758248682006,0.0,1,0,1,0,1,0,0
134,0.698,3,5,22,3,5,5,2.8903717578961645,0.0,0,0,1,1,0,15,66
13,0.8270000000000001,2,5,5,1,5,1,4.23410650459726,0.0,1,0,1,0,1,10,10
103,0.92,0,5,16,2,4,4,2.302585092994046,0.0,1,0,1,0,1,0,0
23,0.899,0,5,7,8,3,2,3.4339872044851463,1.0,1,0,0,0,1,0,0
16,0.91,0,5,20,2,5,1,3.784189633918261,0.0,1,0,1,0,1,0,0
103,0.92,0,5,7,4,5,1,4.174387269895637,0.0,1,0,1,0,1,0,0
16,0.91,0,5,14,4,5,1,3.258096538021482,0.0,1,0,1,0,1,0,0
21,0.624,1,4,2,8,3,0,3.7376696182833684,0.0,0,1,0,1,0,4,2
103,0.92,0,5,8,3,5,4,5.560681631015528,0.0,1,0,1,0,1,0,0
16,0.91,4,4,3,8,3,0,4.343805421853684,0.0,0,0,1,0,1,16,12
102,0.804,0,5,5,8,3,1,5.043425116919247,0.0,0,0,1,1,0,0,0
83,0.923,0,5,7,1,3,1,3.8501476017100584,0.0,1,0,1,0,1,0,0
136,0.897,2,5,22,7,5,3,2.1972245773362196,1.0,1,0,1,0,1,10,44
94,0.698,0,5,7,7,5,1,3.6888794541139363,0.0,1,0,1,0,1,0,0
67,0.855,2,4,5,2,5,3,3.1354942159291497,0.0,1,0,1,1,0,8,10
100,0.887,0,0,20,6,5,1,3.258096538021482,0.0,1,0,1,0,1,0,0
16,0.91,0,5,2,4,3,1,4.663439094112067,0.0,0,0,1,1,0,0,0
16,0.91,0,4,22,1,5,4,4.553876891600541,0.0,1,0,1,0,1,0,0
100,0.887,1,4,4,0,5,1,4.477336814478207,0.0,1,0,1,0,1,4,4
10,0.895,2,2,1,8,3,1,2.5649493574615367,1.0,0,1,0,0,1,4,2
21,0.624,0,5,6,1,5,2,2.995732273553991,0.0,1,1,0,0,1,0,0
71,0.884,2,5,19,0,5,2,5.117993812416755,0.0,1,0,1,0,1,10,38
21,0.624,0,5,3,8,5,1,4.990432586778736,1.0,1,0,1,0,1,0,0
176,0.764,0,5,2,0,0,1,4.875197323201151,0.0,0,1,0,0,1,0,0
16,0.91,2,5,14,4,5,1,4.02535169073515,0.0,1,0,1,0,1,10,28
21,0.624,0,5,4,1,5,1,4.718498871295094,0.0,1,1,0,1,0,0,0
16,0.91,0,5,22,2,5,2,4.127134385045092,0.0,1,0,1,0,1,0,0
16,0.91,0,5,16,7,5,1,4.499809670330265,0.0,1,0,1,0,1,0,0
114,0.926,0,5,5,6,4,1,4.700480365792417,0.0,0,1,0,1,0,0,0
103,0.92,2,2,22,3,4,4,5.0369526024136295,0.0,0,0,1,1,0,4,44
75,0.939,0,5,22,4,5,1,2.5649493574615367,0.0,1,0,1,0,1,0,0
21,0.624,0,5,0,4,0,1,3.58351893845611,0.0,1,1,0,1,0,0,0
73,0.754,0,5,7,8,4,1,2.1972245773362196,1.0,0,0,0,0,1,0,0
103,0.92,0,5,22,6,5,5,4.5217885770490405,0.0,1,0,1,0,1,0,0
21,0.624,0,5,0,3,4,1,5.247024072160486,1.0,0,0,1,1,0,0,0
114,0.926,2,5,10,5,5,2,2.70805020110221,0.0,1,0,1,0,1,10,20
78,0.579,1,4,3,8,3,1,5.497168225293202,1.0,1,1,0,0,1,4,3
71,0.884,0,3,14,2,5,1,4.564348191467836,0.0,1,0,1,0,1,0,0
21,0.624,1,4,2,8,3,0,4.406719247264253,0.0,0,1,0,0,1,4,2
103,0.92,0,5,9,2,5,5,3.091042453358316,0.0,1,0,1,0,1,0,0
21,0.624,1,4,2,8,3,0,3.4657359027997265,1.0,1,1,0,0,1,4,2
90,0.698,0,5,15,4,5,1,2.8903717578961645,0.0,1,0,1,1,0,0,0
74,0.579,0,5,2,8,3,1,4.382026634673881,0.0,1,0,1,1,0,0,0
103,0.92,3,2,7,8,3,2,3.7612001156935624,1.0,0,0,1,1,0,6,21
33,0.4479999999999999,0,5,4,8,4,4,3.4657359027997265,1.0,0,1,0,1,0,0,0
103,0.92,0,2,5,7,2,1,2.70805020110221,0.0,1,0,1,1,0,0,0
114,0.926,0,5,4,2,5,0,4.6443908991413725,0.0,0,0,1,1,0,0,0
103,0.92,2,5,22,3,5,1,3.1780538303479458,0.0,1,0,1,1,0,10,44
16,0.91,0,5,4,4,5,2,5.0369526024136295,0.0,1,0,1,0,1,0,0
103,0.92,0,5,10,5,5,1,1.0986122886681098,0.0,1,0,1,0,1,0,0
16,0.91,0,5,10,6,5,1,3.044522437723423,0.0,1,0,1,0,1,0,0
138,0.836,2,5,9,7,5,2,2.6390573296152584,0.0,1,0,1,0,1,10,18
160,0.92,1,4,22,8,3,2,2.3978952727983707,0.0,1,0,1,0,1,4,22
83,0.923,2,5,18,8,3,5,3.4339872044851463,0.0,1,0,1,0,1,10,36
24,0.698,1,4,6,8,3,0,3.1780538303479458,0.0,0,0,1,0,1,4,6
103,0.92,4,4,5,8,3,0,3.2188758248682006,0.0,0,0,1,1,0,16,20
150,0.698,3,5,18,1,4,1,3.091042453358316,0.0,1,0,1,0,1,15,54
103,0.92,0,5,11,1,5,3,4.430816798843313,0.0,1,0,1,1,0,0,0
21,0.624,2,5,2,5,4,1,4.31748811353631,1.0,0,0,1,0,1,10,4
11,0.55,0,5,4,8,3,4,3.9318256327243257,0.0,1,1,0,0,1,0,0
100,0.887,2,5,22,8,3,2,2.302585092994046,0.0,1,0,1,0,1,10,44
103,0.92,1,4,2,8,3,1,3.2188758248682006,1.0,0,1,0,0,1,4,2
103,0.92,0,5,22,8,3,3,4.543294782270004,1.0,1,0,1,0,1,0,0
103,0.92,0,0,22,3,5,1,2.302585092994046,1.0,1,0,1,1,0,0,0
114,0.926,2,5,14,5,5,1,3.1354942159291497,0.0,0,0,1,0,1,10,28
50,0.8959999999999999,3,5,22,8,2,1,3.871201010907891,0.0,0,0,1,0,1,15,66
21,0.624,2,5,15,4,5,3,4.343805421853684,1.0,1,0,1,0,1,10,30
103,0.92,0,5,18,8,3,2,3.58351893845611,0.0,1,0,1,0,1,0,0
21,0.624,0,5,2,4,5,1,3.044522437723423,1.0,1,0,1,1,0,0,0
117,0.698,0,5,6,7,5,1,4.07753744390572,0.0,1,1,0,0,1,0,0
83,0.923,0,5,22,1,5,1,4.836281906951478,0.0,1,0,1,0,1,0,0
103,0.92,1,4,4,8,3,0,3.367295829986474,0.0,0,0,1,0,1,4,4
103,0.92,2,5,5,5,4,3,2.995732273553991,0.0,0,1,0,1,0,10,10
21,0.624,0,5,0,3,5,1,2.772588722239781,1.0,0,0,1,0,1,0,0
114,0.926,0,5,5,4,5,1,2.3978952727983707,0.0,1,0,0,0,1,0,0
65,0.802,0,5,3,2,5,1,4.5217885770490405,0.0,1,1,0,0,1,0,0
162,0.767,2,5,0,5,5,1,4.48863636973214,0.0,1,0,1,1,0,10,0
21,0.624,0,5,8,2,5,1,3.871201010907891,1.0,1,0,1,0,1,0,0
103,0.92,0,1,3,1,2,2,3.5263605246161616,1.0,1,0,1,0,1,0,0
16,0.91,2,5,22,3,5,5,3.784189633918261,0.0,1,0,1,0,1,10,44
75,0.939,0,5,22,8,3,1,2.6390573296152584,0.0,1,0,1,0,1,0,0
160,0.92,0,5,6,0,0,1,3.5263605246161616,0.0,0,0,1,0,1,0,0
101,0.5579999999999999,2,5,13,4,5,5,4.955827057601261,0.0,1,0,1,0,1,10,26
103,0.92,0,5,14,4,5,5,5.049856007249537,0.0,1,0,1,0,1,0,0
114,0.926,2,5,17,7,5,1,2.6390573296152584,0.0,1,0,1,1,0,10,34
103,0.92,0,5,15,8,3,5,4.48863636973214,1.0,1,0,1,0,1,0,0
103,0.92,2,5,14,3,4,3,4.007333185232471,0.0,1,0,1,1,0,10,28
160,0.92,1,4,7,8,3,2,2.4849066497880004,0.0,0,1,0,1,0,4,7
75,0.939,0,5,9,8,3,0,2.1972245773362196,1.0,0,0,0,1,0,0,0
103,0.92,0,4,9,2,5,5,4.624972813284271,0.0,0,1,0,0,1,0,0
18,0.8240000000000001,0,5,4,5,4,1,3.1780538303479458,0.0,1,0,1,1,0,0,0
128,0.527,0,5,4,8,3,3,4.189654742026425,0.0,0,0,1,1,0,0,0
21,0.624,2,5,3,1,5,3,3.4011973816621555,0.0,1,1,0,0,1,10,6
152,0.698,1,4,6,8,3,0,3.4965075614664802,0.0,0,1,0,0,1,4,6
21,0.624,0,5,5,1,5,2,2.5649493574615367,1.0,1,0,0,1,0,0,0
158,0.7659999999999999,0,5,5,0,5,1,3.6635616461296463,0.0,1,1,0,1,0,0,0
16,0.91,0,5,22,0,5,5,4.0943445622221,0.0,1,0,1,0,1,0,0
103,0.92,0,5,6,3,5,2,3.912023005428146,1.0,1,0,1,0,1,0,0
149,0.6890000000000001,0,5,12,0,3,4,4.653960350157523,0.0,1,0,1,1,0,0,0
21,0.624,0,5,5,8,3,1,4.700480365792417,1.0,0,1,0,1,0,0,0
160,0.92,0,5,15,4,5,5,2.772588722239781,0.0,1,1,0,0,1,0,0
103,0.92,0,2,1,8,3,1,2.0794415416798357,1.0,1,0,1,0,1,0,0
37,0.794,0,5,5,8,3,1,5.147494476813453,0.0,1,0,1,0,1,0,0
21,0.624,0,5,3,1,5,1,3.7376696182833684,0.0,1,0,1,0,1,0,0
90,0.698,2,5,18,4,5,5,1.791759469228055,0.0,1,1,0,0,1,10,36
